0, 0.0386048,  0.0121772,  2.70459,  0.497218
1, 0.017377,  0.00190499,  7.04617,  0.742999
2, 0.0166798,  0.00265506,  6.15685,  0.902221
3, 0.0220059,  0.00208155,  7.25143,  0.669569
4, 0.0230519,  0.00206946,  7.09108,  0.60554
5, 0.0199326,  0.00192189,  7.54639,  0.712358
6, 0.0219676,  0.00196159,  7.1645,  0.615617
7, 0.033861,  0.00202918, 7.02317,  0.396027
8, 0.0269271,  0.00201714,  6.77605,  0.475399
9, 0.0132357,  0.00399093,  4.51272,  1.03529
10, 0.0202842,  0.00601778,  3.37861,  0.657005
11, 0.0197917,  0.00401483,  4.69722,  0.763056
12, 0.0212704,  0.00252327,  6.12005,  0.658499
13, 0.0199356,  0.00230621,  6.28508,  0.658075
14, 0.0229999,  0.00499009,  4.28078,  0.716677
15, 0.0322196,  0.00716771,  3.4254,  0.515232
16, 0.0293916,  0.00209617,  7.01157,  0.481529
17, 0.0424373,  0.00260962,  6.07309,  0.34084
18, 0.0157634,  0.0050555,  4.30707,  1.07265
19, 0.0307838,  0.012536,  2.54127,  0.577981
20, 0.0186853,  0.00652192,  4.00136,  1.04996
21, 0.0163612, 0.00190518,  7.51578,  0.867513
22, 0.0229093, 0.00299797,  5.72018,  0.65587
23, 0.0289992,  0.00773727,  3.34101,  0.594619
24, 0.0393549,  0.0091613,  3.10839,  0.45981
25, 0.0279759,  0.00190072,  7.55681,  0.507708
26, 0.0375651,  0.00246486,  6.40497, 0.397761
27, 0.018724, 0.00534492,  3.78821,  0.765593
28, 0.0147321,  0.00178933,  7.6421,  0.918505
29, 0.0185308,  0.00183932,  7.45559,  0.711234
30, 0.0194602,  0.00488667,  4.30438,  0.828831
31, 0.0175645,  0.00546698,  4.12924,  0.975108
32, 0.0230267,  0.00248766,  6.11869,  0.602172
33, 0.0226195,  0.00226726,  6.9114,  0.669834
34, 0.0309304,  0.00526387,  3.92552,  0.488889
35, 0.0484611,  0.00703504,  3.54228,  0.353905
36, 0.00957764,  0.00439658,  4.6098,  1.64882
37, 0.0250582,  0.00225569,  6.50923,  0.538717
38, 0.0210844,  0.00306827,  5.30972,  0.664548
39, 0.0238486,  0.00543285,  3.83039,  0.617551
40, 0.021485,  0.010796,  2.88498,  0.884068
41, 0.0183819,  0.00240257,  6.79564,  0.847198
42, 0.0228663,  0.00184007,  8.36591,  0.690827
43, 0.0325704,  0.00567594,  3.7803,  0.471342
44, 0.0415303,  0.00697894,  3.69748,  0.445029
45, 0.0179424,  0.00483419,  4.09344,  0.815786
46, 0.0157204,  0.00199109,  6.80971,  0.796198
47, 0.0205665,  0.00226895,  6.87209,  0.718033
48, 0.0132876,  0.00160553,  9.23695,  1.20661
49, 0.0183029,  0.00192197,  7.59881,  0.787999
50, 0.0189445,  0.0017525, 7.46798, 0.666967
51, 0.0180617,  0.00222473,  6.48063,  0.74621
52, 0.0297851,  0.00186706,  7.48025,  0.457507
53, 0.0375131,  0.00184887,  7.88999,  0.387249
0, 0.017618,  0.00752474,  3.20575,  0.876963
1, 0.00898026,  0.00208192,  6.80999,  1.46265
2, 0.0093437,  0.00296058,  5.72,  1.56165
3, 0.0047414,  0.00112703,  10.2725,  2.50412
4, 0.00844463,  0.00196883,  6.99641,  1.51726
5, 0.00627212,  0.00195306,  6.89084,  1.93523
6, 0.00714284,  0.00155172,  8.05227,  1.67706
7, 0.014686,  0.00190067,  7.48062,  0.955558
8, 0.0122722,  0.00169281,  7.8296,  1.06478
9, 0.00226446,  0.00124752,  9.32166,  4.42203
10, 0.0187455,  0.0184757,  2.2122,  1.16271
11, 0.00761639,  0.00536935,  4.12364,  2.16821
12, 0.00777407,  0.00175799,  8.05118,  1.80999
13, 0.00808691,  0.00204718,  6.59446,  1.47822
14, 0.00653942,  0.00173151,  8.32499,  2.1659
15, 0.00650724,  0.00222728,  7.35909,  2.46277
16, 0.0133788, 0.00170225,  7.95312, 0.980939
17, 0.0189201,  0.00288338,  6.02761,  0.83514
18, 0.0021582,  0.000613618,  13,  12.4266
19, 0.0606612,  0.060538,  1.36009,  0.121718
20, 0.00503507,  0.00184911,  9.23331,  3.51921
21, 0.00798486,  0.00155161,  8.83549,  1.78364
22, 0.0105952,  0.00214835,  7.2852,  1.41182
23, 0.0645039,  0.0490784,  1.48449,  0.0967684
24, 0.00742309,  0.00244555,  5.90545,  1.62028
25, 0.0177154,  0.00254063,  5.92122,  0.761144
26, 0.0194441,  0.00265713,  6.61847,  0.856219
27, 0.00536912,  0.00261658,  6.74072,  3.08707
28, 0.00678548,  0.00175496,  8.73677,  2.38694
29, 0.00814844,  0.0017512,  7.77465,  1.65235
30, 0.0576337, 0.0574931,  1.25969,  0.131288
31, 0.00217117,  0.000690463,  13,  12.2518
32, 0.00707527,  0.00131968,  11.1943,  2.34058
33, 0.00629683,  0.0012543,  10.6394,  2.30913
34, 0.020332, 0.00721251,  3.80927,  0.975648
35, 0.0796646,  0.0703294,  1.80691,  0.177331
36, 0.0308683,  0.0432788,  1.8356,  1.72049
37, 0.00816747,  0.00215363,  7.67168,  2.04934
38, 0.00923779,  0.00150512,  9.42154,  1.607
39, 0.00318591,  0.00213757,  8.54732,  9.63188
40, 0.00386907,  0.00256254,  6.49422,  3.84456
41, 0.00687379,  0.00179926,  8.1815,  2.1367
42, 0.00684692,  0.00160621,  9.33693,  2.35502
43, 0.0647975,  0.0661835,  1.85249,  0.552482
44, 0.049434,  0.0200617,  2.34656,  0.515138
45, 0.012704,  0.0144752,  3.02957,  2.25525
46, 0.00956725,  0.0015603, 9.61972,  1.66311
47, 0.00571068,  0.00157821,  8.44168,  2.35152
48, 0.00712442,  0.00183346,  8.13104,  2.13595
49, 0.00931105,  0.00189976,  7.42483,  1.45877
50, 0.00564938,  0.00123003,  11.4814,  2.81737
51, 0.00488597,  0.00112832,  12.501,  3.34287
52, 0.0141842,  0.00159153,  8.43668,  0.95186
53, 0.00907337,  0.00134061,  10.7273,  1.72966